studyID,esID,yi,vi,year,time
M1,128,0.917324928148963,0.171792967382072,2013,1
M1,129,0.102084383192142,0.141232253058697,2013,1
M1,130,0.755188342889942,0.222970701111309,2013,1
M1,131,1.17603345492417,0.282494253056549,2013,1
M1,132,0.528774787752971,0.209872997007323,2013,1
M1,133,-0.118904904478126,0.174087098720976,2013,1
M1,134,-0.0883445934593407,0.159074638214603,2013,1
M1,135,0.539086991276928,0.200635460572065,2013,1
M1,136,0.985088560971543,0.155721605019743,2013,4
M1,137,0.740817727726986,0.152717912323804,2013,4
M1,138,-0.492667996207952,0.181347059678958,2013,4
M1,139,-1.36954794759565,0.281555738415687,2013,4
M1,140,0.206464073501867,0.158865609255371,2013,4
M1,141,-0.158771197318056,0.151138471375121,2013,4
M1,142,-0.361055682172558,0.162000566121393,2013,4
M1,143,0.266135312922752,0.195949902738684,2013,4
M2,144,0.489898729092042,0.111717550629633,2011,2
M2,145,-0.14280378367668,0.112788432993189,2011,2
N1,146,0.620710702368247,0.208784779596587,2006,4
N1,147,0.527007380034917,0.205959531215313,2006,4
N1,148,0.207225597360211,0.211243203618139,2006,4
N2,149,4.61358441288711,0.288405798168953,2019,2
N2,150,2.3758260972949,0.131546574480461,2019,2
N2,151,5.09306208963808,0.33372266898333,2019,3
N2,152,2.86854244227475,0.278856247032962,2019,3
N3,153,-0.221041088355401,0.0806611091002497,2019,1
N3,154,-0.187041905711012,0.0890116598069869,2019,2
N3,155,1.51767743625692,0.114318200857588,2019,3
P1,156,1.24147843133176,0.258968209219675,2016,1
P1,157,0.0505856735711715,0.168541165498223,2016,3
P2,158,0.339953764909487,0.124314557173064,2015,2
P2,159,-0.229188603739444,0.136990734704869,2015,2
P2,160,0.805596811531091,0.138012640795726,2015,2
P2,161,0.0350134722964955,0.114419247043296,2015,2
P2,162,0.0509640266205699,0.13587307621467,2015,2
P2,163,1.66586451123747,0.189210109924931,2015,2
P2,164,0.585128585839941,0.123946554194774,2015,2
P2,165,0.774271970572889,0.148355472835082,2015,2
P2,166,2.21518558755498,0.201640707750147,2015,2
P2,167,0.630444444973632,0.135549719689303,2015,2
P2,168,0.72428667324827,0.174417492597497,2015,2
P2,169,1.24811705616927,0.166868501558656,2015,2
P3,170,0.900068174622215,0.127904260778514,2017,1
P3,171,0.203265731604329,0.116971889840658,2017,1
P3,172,0.921626870459507,0.167113934281029,2017,1
P3,173,0.140525660419656,0.0981371493438969,2017,3
P3,174,-0.075847052653335,0.110488661185011,2017,3
P3,175,0.00164413362599641,0.115794051407667,2017,3
P4,176,0.0902696697853493,0.065575480627207,1998,2
P4,177,0.322208575040296,0.0636758040661964,1998,2
R1,178,0.128260410256498,0.089553021458665,2009,3
R2,179,1.01549213011661,0.266213302118412,2015,2
R2,180,0.926302958001628,0.253933234292628,2015,2
R2,181,1.40793265541154,0.307002424315315,2015,2
R2,182,0.650777091371106,0.225077258080548,2015,3
R2,183,0.597846861299872,0.220152870418151,2015,3
R2,184,0.849264907093409,0.231147120352127,2015,3
S1,185,4.00936112458797,0.545046003487583,2017,2
S2,186,0.38570081291203,0.0784585185025546,2007,1
S2,187,0.568675940665436,0.0820838533221739,2007,1
S2,188,0.325614693173099,0.0775129543691044,2007,3
S2,189,0.839819690987977,0.0921837434991171,2007,3
S3,190,0.827999907319416,0.0910428892103912,2010,1
S3,191,0.761571107130179,0.0868668470316563,2010,1
S3,192,0.885438946243016,0.0898701379863993,2010,3
S3,193,1.12926915210519,0.0982509561108291,2010,3
S4,194,0.707119717371796,0.163199606352906,2009,2
S4,195,-0.373623369667183,0.11311840451215,2009,2
S4,196,0.926753834655856,0.166781223770459,2009,2
S4,197,-0.153989252383122,0.116700021929704,2009,2
S4,198,0.286185689484045,0.134110105407639,2009,2
S4,199,0.474397474032417,0.14774477874843,2009,2
S4,200,0.505819806768106,0.137691722825192,2009,2
S4,201,0.694031591316478,0.151326396165984,2009,2
S4,202,0.772083323569966,0.1631446142297,2009,3
S4,203,0.0125607489059262,0.119658360771637,2009,3
S4,204,-0.322915024514901,0.27445536388751,2009,3
S4,205,-1.08243759917894,0.230969110429446,2009,3
S4,206,0.455826821782387,0.138920715281533,2009,3
S4,207,0.387076763040713,0.138641388790698,2009,3
S4,208,-0.639171526302481,0.250231464939343,2009,3
S4,209,-0.707921585044154,0.249952138448508,2009,3
S5,210,1.23236051088778,0.200590241173476,2013,2
S5,211,0.601111073162714,0.139259982521496,2013,2
S5,212,0.0519818171327476,0.140737112429359,2013,2
S5,213,0.250958076942044,0.134256387231534,2013,2
S6,214,0.248388483444095,0.140267988826061,2015,2
S6,215,0.419239052983138,0.146863529388695,2015,2
S7,216,-0.48773476956064,0.0749615679243671,2015,1
S7,217,0.127126814395854,0.0844782786254732,2015,1
S7,218,2.04388347973594,0.121160913761323,2015,1
S7,219,1.80263044742143,0.107537723271005,2015,1
S7,220,-0.125981086558863,0.0715305377353601,2015,2
S7,221,0.508273778907515,0.084603504137023,2015,2
S7,222,1.97319604967966,0.128299780365316,2015,2
S7,223,1.85895562623218,0.120961409558566,2015,2
S8,224,0.736287357081123,0.238164285501941,2013,3
S8,225,0.0949113687213979,0.184695135775076,2013,3
T1,226,1.77505001846034,0.325134600449978,2018,1
T1,227,1.73240034468055,0.31800325649491,2018,1
T1,228,1.83077642242324,0.315960152001173,2018,2
T1,229,1.37524021558576,0.2681329945975,2018,2
T2,230,-0.0827457874590729,0.116422796577804,2008,2
V1,231,-0.891102340464755,0.141254471716809,2008,2
V1,232,0.249398872662132,0.127477789120207,2008,2
V1,233,-1.31611831724078,0.182024466391446,2008,2
V1,234,-0.175617104113897,0.168247783794843,2008,2
V1,235,-1.04571471102738,0.133741237397349,2008,2
V1,236,-0.285027144101907,0.123490937070728,2008,2
V1,237,-0.767449206768956,0.141505897346333,2008,2
V1,238,-0.00676163984348034,0.131255597019712,2008,2
V2,239,0.524209955547241,0.0602663025795669,2012,2
V2,240,0.176923207645642,0.0616858176000371,2012,2
V2,241,0.659341781475375,0.0638032370432677,2012,2
V2,242,0.312430127482241,0.0663402758105111,2012,2
V2,243,0.815803825242612,0.064361496126780507,2012,3
V2,244,0.144190116879434,0.0605037431891705,2012,3
V2,245,1.12136768764482,0.0699742077892084,2012,3
V2,246,0.450284038843532,0.067063121051828,2012,3
V3,247,0.675623502857053,0.0627713152273994,2012,2
V3,248,-0.0583938041000662,0.0632997727096982,2012,2
V3,249,0.782262384365676,0.0643377230373412,2012,2
V3,250,0.0482450774085564,0.06486618051964,2012,2
V3,251,0.466878459636009,0.0601743549161461,2012,3
V3,252,-0.0023591696840046302,0.0651463150701861,2012,3
V3,253,0.485065041944739,0.0611562109065399,2012,3
V3,254,0.0158274126247254,0.0661281710605799,2012,3
W1,255,0.416149056650315,0.104992586283352,2016,3
W2,256,0.678153062302896,0.0813056181886833,2017,3
W2,257,0.538078446741791,0.076597544819426,2017,3
Y1,258,0.600488672722514,0.0729394801447638,2017,1
Y1,259,0.386961085479868,0.0713829147537923,2017,2
Z1,260,-0.820966382699331,0.102323745081829,2017,2
Z1,261,-0.734246482239525,0.0969029118420729,2017,3
